gene	target	gene_short_name	cdsName	padj	log2FoldChange	evalue	bits
TRINITY_DN1285_c0_g1	NV2.10691	fbp1-like-20	-	0.005221470505524745	0.6775243002963681	1.1299999999999998e-299	987
TRINITY_DN2291_c0_g1	NA	NA	NA	0.005229168669314851	0.6032665431489013	NA	NA
TRINITY_DN6964_c0_g3	NA	NA	NA	0.005233149168145565	1.8587891127434721	NA	NA
TRINITY_DN1346_c0_g2	NA	NA	NA	0.0052351699848696195	-4.169730198004943	NA	NA
TRINITY_DN163_c2_g1	NV2.18028	snr27-like	-	0.005242483570159399	-0.5025480242298113	3.72e-17	83
TRINITY_DN194_c2_g3	NA	NA	NA	0.005249791025537325	2.7486524733981232	NA	NA
TRINITY_DN68990_c0_g1	NV2.5169	coma-like	-	0.005249791025537325	0.931158755457992	1.64e-26	109
TRINITY_DN7949_c2_g1	NA	NA	NA	0.005253161865968288	1.7263401602093504	NA	NA
TRINITY_DN1141_c0_g1	NV2.5910	fbp1-like-16	-	0.005278207191162496	0.4375386669342723	9.01e-201	643
TRINITY_DN910_c0_g1	NV2.1816	zfyv9-like	-	0.00528367259695906	-0.5449643836813173	6.31e-139	483
TRINITY_DN12252_c0_g1	NA	NA	NA	0.0053081252840094535	1.8062168648943953	NA	NA
TRINITY_DN83772_c0_g1	NV2.21947	adrb2-like-19	-	0.0053144702505248664	4.461328879036481	4.86e-4	44
TRINITY_DN13225_c0_g1	NA	NA	NA	0.0053165232331745665	4.446960980498675	NA	NA
TRINITY_DN2990_c0_g1	NA	NA	NA	0.0053165232331745665	0.5855525068366404	NA	NA
TRINITY_DN13072_c0_g1	NV2.6069	djb14-like	-	0.0053190273931626305	-0.6137237122187107	9.289999999999998e-99	328
TRINITY_DN5737_c0_g1	NV2.12039	lanc2-like	-	0.0053190273931626305	-0.8161836441741401	1.16e-122	399
TRINITY_DN6680_c0_g1	NA	NA	NA	0.005335732247359119	0.6290570373043546	NA	NA
TRINITY_DN5206_c0_g1	NV2.3432	cc146-like	-	0.005345678440108891	-0.6610329721130471	0	1078
TRINITY_DN71488_c0_g1	NV2.10782	mfsd6-like-4	-	0.005366858932177596	4.119834653655171	3.7699999999999995e-132	428
TRINITY_DN15453_c0_g1	NV2.15341	nv2.15341	-	0.0053700805610908545	2.6845956698500784	5.9e-10	65
TRINITY_DN45441_c0_g1	NA	NA	NA	0.0053700805610908545	-4.299700206351918	NA	NA
TRINITY_DN5010_c0_g1	NV2.9131	hnrpr-like	-	0.005375054718925866	0.3989103711013674	2.0599999999999995e-183	590
TRINITY_DN6938_c0_g1	NV2.11012	syne1-like	-	0.0053779665780478245	0.5153718497564262	2.5799999999999995e-101	374
TRINITY_DN9283_c0_g1	NV2.16479	co6a4-like-4	-	0.0053921369772935235	2.1517684140972886	5.65e-60	233
TRINITY_DN4383_c0_g1	NV2.4509	r10b2-like	-	0.005404013328294782	-0.6626323818835762	2.89e-170	563
TRINITY_DN7854_c0_g1	NA	NA	NA	0.005412218865683384	3.1020876808134106	NA	NA
TRINITY_DN5671_c0_g1	NV2.12357	rgs22-like-1	-	0.005417692732421497	-0.8002243716267013	3.91e-167	560
TRINITY_DN45766_c0_g1	NV2.17274	dcc1-like	-	0.005421464534546309	1.563214129106647	9.469999999999998e-107	354
TRINITY_DN4677_c0_g1	NV2.6330	irf1-2c	-	0.005421464534546309	-0.6812941439794302	1.78e-35	134
TRINITY_DN11789_c0_g1	NV2.15551	nv2.15551	-	0.005422678070688619	2.001930796751605	4.36e-16	77
TRINITY_DN6027_c0_g1	NV2.4143	ldhd-like-1	-	0.005428038285137601	-0.6134532575976153	6.08e-9	63
TRINITY_DN2766_c0_g1	NV2.17226	cf251-like	-	0.005434508669347912	-0.50548192199746	0	1156
TRINITY_DN4346_c0_g1	NV2.7442	mboa7-like	-	0.0054378638410971444	-0.5944214137085707	8.199999999999999e-157	503
TRINITY_DN6210_c0_g3	NA	NA	NA	0.005439796678900834	-1.668685871855978	NA	NA
TRINITY_DN2606_c0_g1	NV2.9038	rh47b-like	-	0.005445172298251757	-0.6491826328547922	1.55e-88	305
TRINITY_DN10034_c0_g1	NV2.23350	gkap1-like	-	0.005467994994731268	-0.4883172188255345	1.19e-14	78
TRINITY_DN7621_c0_g1	NV2.8173	ce112-like	-	0.005477489861158251	1.4429086336329262	2.2299999999999997e-153	517
TRINITY_DN689_c0_g1	NA	NA	NA	0.005485090291755002	-2.2300966708457968	NA	NA
TRINITY_DN74_c0_g4	NV2.21219	cp341-like-1	-	0.00548675227120887	0.7860755497385198	8.24e-99	335
TRINITY_DN10242_c0_g2	NV2.3439	ribc2-like	-	0.0054904674496807195	-0.682793832867401	2.54e-141	452
TRINITY_DN28304_c0_g1	NA	NA	NA	0.005491397352274623	3.356350736826332	NA	NA
TRINITY_DN13910_c3_g1	NV2.11030	gtdc1-like	-	0.005497873322718413	1.5563324086032082	2.7200000000000004e-73	251
TRINITY_DN52760_c0_g1	NA	NA	NA	0.005509573089254135	2.417365343536863	NA	NA
TRINITY_DN9603_c0_g1	NA	NA	NA	0.005530114249852011	-0.7397054988711106	NA	NA
TRINITY_DN2371_c0_g2	NA	NA	NA	0.005535593082620615	-1.706197154067824	NA	NA
TRINITY_DN2503_c0_g1	NV2.15473	nv2.15473	-	0.0055546865071175065	-0.4760518762001866	5.58e-17	83
TRINITY_DN6198_c0_g1	NV2.23323	rpp14-like	-	0.0055546865071175065	-0.6203540108823382	6.26e-15	74
TRINITY_DN80998_c0_g1	NA	NA	NA	0.005567482820519711	4.879430268758051	NA	NA
TRINITY_DN10446_c0_g1	NV2.6777	tcpa-like	-	0.005578738334496979	-0.39920504525980427	1.08e-277	858
TRINITY_DN10388_c1_g2	NA	NA	NA	0.005580744468721629	-2.1949353773047986	NA	NA
TRINITY_DN3989_c0_g1	NV2.16723	spir1-like	-	0.005580744468721629	-0.8688471836812655	1.1799999999999999e-35	150
TRINITY_DN4619_c0_g1	NV2.1099	sptc1-like	-	0.005588096310962123	-0.47952224807969646	4.8499999999999985e-183	579
TRINITY_DN83218_c0_g1	NA	NA	NA	0.0056127708412117136	4.416400945161786	NA	NA
TRINITY_DN4466_c0_g2	NA	NA	NA	0.005614253295260391	-1.0477700824323912	NA	NA
TRINITY_DN2627_c0_g1	NV2.10758	ankl2-like	-	0.005615529770207969	-0.6603687895262615	1e-94	331
TRINITY_DN4242_c0_g1	NV2.15898	mul1-like	-	0.005645287954821805	-0.8061976200234421	7.27e-51	187
TRINITY_DN7677_c0_g1	NV2.24901	hem2-like	-	0.005661602083538246	-0.4506201332705454	1.5499999999999997e-126	407
TRINITY_DN2856_c0_g1	NV2.25111	ck098-like	-	0.005671964799864902	-0.6182157199727331	4.97e-16	76
TRINITY_DN5981_c0_g1	NV2.13990	lsmd1-like	-	0.005680605714384087	-0.8385215739914749	1.42e-26	107
TRINITY_DN5959_c0_g1	NV2.7361	t184b-like	-	0.0056902592909606284	-0.819166138714806	1.3499999999999998e-153	488
TRINITY_DN1758_c0_g1	NV2.21019	cebpz-like	-	0.005690692797838004	-0.46941311850195366	5.8699999999999995e-211	686
TRINITY_DN7492_c0_g1	NV2.24841	dmbt1-like-3	-	0.0056917253620258875	4.783871370145871	6.77e-25	106
TRINITY_DN2791_c0_g1	NV2.22646	mbnl	-	0.0056935715095783514	-0.7255171463668997	2.3e-65	233
TRINITY_DN5476_c0_g1	NV2.12043	hycci-like	-	0.00569720228090214	-0.5952220226593415	1.4999999999999998e-47	183
TRINITY_DN8896_c2_g1	NA	NA	NA	0.005698833008316266	2.971870050644649	NA	NA
TRINITY_DN18478_c0_g1	NA	NA	NA	0.005703587307644817	2.7369020867367886	NA	NA
TRINITY_DN19505_c0_g1	NV2.19429	sacs-like-2	-	0.005711395533301881	1.1298091063555384	7.25e-4	48
TRINITY_DN31498_c0_g1	NV2.14589	cpeb1-like	-	0.005711395533301881	-3.7034127644458046	2.56e-4	41
TRINITY_DN99_c0_g1	NV2.7839	lmbl3-like-1	-	0.005719009748366331	0.46829708319709257	2.82e-131	466
TRINITY_DN57016_c0_g1	NA	NA	NA	0.005722806181752611	3.1092870649185436	NA	NA
TRINITY_DN3176_c1_g2	NV2.5662	s17a5-like	-	0.005733307107706422	0.6768069750381738	8.749999999999999e-153	491
TRINITY_DN5429_c0_g1	NA	NA	NA	0.005734440307911617	-1.6840435452687286	NA	NA
TRINITY_DN10016_c0_g2	NV2.10822	lrrf2-like	-	0.00573877488534689	0.7031164643072807	5.15e-73	254
TRINITY_DN14275_c0_g1	NV2.24473	rgl1-like	-	0.005749452411638305	0.6009342043667344	8.300000000000001e-123	415
TRINITY_DN1081_c0_g1	NV2.5347	drd1l-like-2	-	0.005779489135588444	2.160639979390242	1.5099999999999998e-45	174
TRINITY_DN69281_c0_g1	NA	NA	NA	0.005786451341141131	-4.835230833717106	NA	NA
TRINITY_DN8869_c0_g1	NV2.1634	bhmt2-like-1	-	0.005786451341141131	1.5898792221886089	4.88e-60	222
TRINITY_DN2499_c1_g1	NA	NA	NA	0.005796108747031221	-4.457539601345144	NA	NA
TRINITY_DN1648_c0_g1	NV2.2703	cetn1-like	-	0.005799936418761501	0.4241685964477347	3.07e-93	302
TRINITY_DN1915_c0_g1	NV2.2002	ei2bg-like	-	0.005812194885321898	-0.5988622331806437	1.0400000000000001e-36	149
TRINITY_DN7709_c0_g2	NV2.13308	pk3cb-like	-	0.005812194885321898	-0.7061682761592469	4.3699999999999996e-300	946
TRINITY_DN8215_c0_g1	NV2.11432	dnja3-like-1	-	0.005812194885321898	0.6663907190578731	8.360000000000001e-22	98
TRINITY_DN2272_c0_g1	NV2.1461	huti-like	-	0.005817842385102859	-0.596876208510986	1.5099999999999997e-185	583
TRINITY_DN2298_c0_g1	NA	NA	NA	0.005822705072564162	1.128733067500572	NA	NA
TRINITY_DN2345_c0_g1	NV2.19036	cndp2-like	-	0.005822705072564162	0.4195845519018385	2.32e-220	686
TRINITY_DN91107_c0_g1	NV2.16633	yk66-like	-	0.005836556024421667	0.6179813651503894	1.0799999999999999e-130	437
TRINITY_DN34245_c0_g1	NV2.21561	at1a-like	Sodium/potassium-transporting ATPase subunit alpha nka	0.005839332826884902	4.066629380536857	1.18e-7	47
TRINITY_DN9082_c0_g1	NV2.15943	arh-like	-	0.005839469357264724	-0.5880085297774212	1.19e-18	91
TRINITY_DN35357_c0_g1	NA	NA	NA	0.0058439672523933105	3.7315563232927995	NA	NA
TRINITY_DN3555_c0_g1	NV2.6344	bmph-like	-	0.005848651701215531	0.5117798839805597	8.959999999999999e-82	292
TRINITY_DN18517_c0_g1	NA	NA	NA	0.005863082318742658	4.409638691024031	NA	NA
TRINITY_DN49375_c0_g1	NV2.23800	tipin-like	-	0.005897134789269981	1.7437953402765936	8.72e-15	76
TRINITY_DN6306_c0_g1	NV2.12579	odad2-like-2	-	0.0058975879188399695	0.742196852405218	2.5e-85	302
TRINITY_DN31092_c0_g1	NV2.10782	mfsd6-like-4	-	0.005897790383036585	3.733830642593992	5.69e-10	59
TRINITY_DN646_c1_g2	NA	NA	NA	0.005901202606271946	2.266617788472038	NA	NA
TRINITY_DN45684_c0_g1	NV2.3384	aifm1-like	-	0.00590442280442424	-0.4247518397919025	6.8e-203	649
TRINITY_DN4620_c1_g5	NA	NA	NA	0.005912800886905384	-1.82207554832154	NA	NA
TRINITY_DN4720_c0_g1	NV2.9428	xpo4-like-1	-	0.00591369516896467	-0.6073444760648662	5.6799999999999995e-242	781
TRINITY_DN2562_c0_g1	NV2.22550	nv2.22550	-	0.005916653402311054	-0.7964138913101197	2.0900000000000003e-27	108
TRINITY_DN5313_c0_g1	NV2.19910	qpct-like	-	0.005950611137386165	0.6694833841212113	5.189999999999999e-81	277
TRINITY_DN6337_c0_g2	NA	NA	NA	0.005950611137386165	0.8584058102958158	NA	NA
TRINITY_DN7771_c0_g1	NV2.3370	fut10-like	-	0.005961404460667308	-0.9111332723179469	4.92e-134	437
TRINITY_DN7979_c0_g1	NA	NA	NA	0.0059731856671726485	1.3277480893950016	NA	NA
TRINITY_DN4738_c0_g1	NV2.3576	nup58-like	-	0.005973932209410562	-0.669494559234778	1.19e-56	210
TRINITY_DN998_c4_g1	NA	NA	NA	0.005976827806306815	-4.808977465176822	NA	NA
TRINITY_DN22372_c0_g1	NV2.23581	ccd87-like	-	0.005978057153501882	-0.7487794821135825	5.0199999999999995e-164	546
TRINITY_DN6935_c0_g1	NA	NA	NA	0.005978057153501882	-2.7114414283998456	NA	NA
TRINITY_DN15318_c0_g1	NV2.8092	rnh2c-like	-	0.0059827332088021115	0.8902122187763643	1.8600000000000002e-26	108
TRINITY_DN3663_c0_g1	NA	NA	NA	0.0059892301636615955	0.6719859331842608	NA	NA
TRINITY_DN9653_c0_g2	NA	NA	NA	0.005991503564017484	-4.812819762340414	NA	NA
TRINITY_DN45897_c0_g1	NV2.17795	rpia-like	-	0.005991932111232281	2.46882533964371	3.17e-17	88
TRINITY_DN10107_c0_g1	NV2.12063	nep16-1	NEP-16	0.006000720636901143	3.744659499320819	4.439999999999999e-37	138
TRINITY_DN8163_c0_g1	NV2.19765	s46a3-like-1	-	0.006000720636901143	0.7426573735089209	3.51e-39	158
TRINITY_DN3457_c0_g1	NV2.3736	ltbp4-like	-	0.0060159513867465595	-1.8800772180939336	8.03e-62	216
TRINITY_DN5014_c1_g1	NA	NA	NA	0.0060406849170334415	-0.9534986837760349	NA	NA
TRINITY_DN2630_c0_g1	NV2.24180	str6l-like	-	0.006054248353161882	1.0905137211629545	8.57e-59	220
TRINITY_DN16887_c0_g2	NV2.11785	met25-like	-	0.006083902862802361	-0.8153524496998342	8.39e-15	81
TRINITY_DN94057_c0_g1	NA	NA	NA	0.006085377678719479	1.842740504005751	NA	NA
TRINITY_DN3806_c0_g1	NA	NA	NA	0.0060896952651778935	-1.5616640207153432	NA	NA
TRINITY_DN3869_c0_g1	NV2.12793	otxc	Otx,OtxC	0.006129255727269318	0.5522333610357703	2.8100000000000003e-21	96
TRINITY_DN8641_c0_g1	NA	NA	NA	0.006133975628433483	-0.7466832336110001	NA	NA
TRINITY_DN1827_c0_g1	NV2.14344	k2013-like	-	0.006141280328454672	-0.6310530134650073	2.24e-71	258
TRINITY_DN7655_c0_g1	NA	NA	NA	0.0061724976005005094	1.718528989275618	NA	NA
TRINITY_DN4408_c0_g1	NV2.15713	tpc11-like	-	0.006184920948533696	-0.4982102347701196	0	1025
TRINITY_DN2405_c0_g1	NV2.1432	noc4b-like	-	0.006214359452283189	0.6144126550565981	2.01e-72	259
TRINITY_DN6391_c0_g1	NV2.20101	4cl1-like-1	-	0.006223078201227413	0.618452438230422	7.61e-139	454
TRINITY_DN5101_c1_g1	NV2.3718	alp1-like-2	-	0.006227530168976767	0.6799618012047418	7.780000000000001e-59	211
TRINITY_DN791_c0_g1	NV2.15790	asb8-like	-	0.0062382431114080625	-0.5380898292543062	4.84e-192	627
TRINITY_DN4828_c1_g1	NV2.23517	gcp4-like	-	0.006251517115136653	-0.5929161556456896	2.7e-179	577
TRINITY_DN2042_c0_g1	NV2.25841	rtxe-like-5	-	0.006270937184409785	-0.5664963116367966	1.43e-78	266
TRINITY_DN155_c1_g1	NV2.2328	obrg-like	-	0.006302716516099616	-0.6667821715572771	5.0699999999999996e-30	120
TRINITY_DN5482_c0_g1	NV2.9340	cstf2-like-1	-	0.006302716516099616	0.48559824550774017	4.75e-98	336
TRINITY_DN8849_c0_g1	NA	NA	NA	0.006328164138782946	-2.582395044411718	NA	NA
TRINITY_DN4692_c0_g1	NV2.18470	tnks1-like	-	0.006340922101440649	-0.593606119652887	1.49e-39	165
TRINITY_DN70212_c0_g1	NA	NA	NA	0.006340922101440649	-4.80752814959648	NA	NA
TRINITY_DN7423_c0_g1	NA	NA	NA	0.006341229126605326	0.906304294009741	NA	NA
TRINITY_DN4935_c1_g1	NV2.5958	fucl4-like-1	-	0.006348699208330188	1.5679420805365603	1.6600000000000003e-27	117
TRINITY_DN6307_c2_g1	NV2.3146	dgp10-like	-	0.0063665108961708594	-0.7101419005953311	2.909999999999999e-194	619
TRINITY_DN2908_c0_g1	NV2.11602	dtd1-like	-	0.006387674725390165	-0.5773809766952128	6.04e-63	213
TRINITY_DN27564_c0_g1	NA	NA	NA	0.0064026088534652565	-4.482941950995445	NA	NA
TRINITY_DN72136_c0_g1	NA	NA	NA	0.006413431437070806	4.761899839433694	NA	NA
TRINITY_DN220_c0_g4	NV2.10091	dnjb2-like	-	0.006414070296651273	-0.4684074902842214	3.1699999999999996e-129	421
TRINITY_DN697_c1_g2	NV2.16399	nv2.16399	-	0.006425131449890884	0.5981679913833277	2.09e-5	48
TRINITY_DN1898_c0_g1	NV2.3932	tmm33-like	-	0.006426394940199075	-0.6941118571576845	1.29e-71	244
TRINITY_DN1935_c0_g3	NV2.11655	zn830-like	-	0.006428443080842281	0.5333052990780487	3.63e-34	136
TRINITY_DN12690_c0_g1	NV2.11248	ttll1-like	-	0.006431190603715421	-0.5854748830560391	6.8799999999999996e-214	665
TRINITY_DN8203_c0_g1	NV2.22725	ubxn7-like	-	0.006438207077196989	-0.6092663503828867	1.2299999999999998e-99	337
TRINITY_DN4422_c4_g1	NA	NA	NA	0.0064409711033118966	-0.9485834553214497	NA	NA
TRINITY_DN573_c0_g1	NV2.11839	gapr1-like-29	-	0.0064409711033118966	0.5264799037697219	1.35e-98	327
TRINITY_DN28443_c0_g1	NV2.16754	ggt1-like-8	-	0.006442128595399686	3.279694576309932	6.779999999999998e-119	395
TRINITY_DN3092_c0_g1	NV2.1400	rfx3-like	-	0.0064502932370155246	0.44397666972645866	4.09e-205	651
TRINITY_DN2082_c0_g1	NA	NA	NA	0.006460081816605495	-0.7806325566386562	NA	NA
TRINITY_DN4558_c2_g1	NV2.3550	fip1-like	-	0.006466978948968351	0.41439657456644624	4.33e-60	223
TRINITY_DN3733_c0_g1	NV2.23309	herc1-like-1	-	0.00647742757835675	-0.5984460591752535	0	1344
TRINITY_DN1163_c1_g1	NV2.15340	ltv1-like	-	0.006511326821611942	0.4548742051118615	6.729999999999999e-88	300
TRINITY_DN11144_c0_g1	NV2.9631	vdac2-like	-	0.006524096958824345	0.4501346906545532	9.679999999999999e-107	348
TRINITY_DN3044_c0_g1	NV2.7002	traf7-like-1	-	0.00653357766163224	-0.5998766575918448	8.699999999999997e-235	738
TRINITY_DN1052_c0_g2	NV2.11172	cacb2-like	cacnb2	0.006557781057338877	0.7423877331143018	2.9399999999999997e-134	436
TRINITY_DN6633_c0_g1	NV2.22334	blml-like-1	-	0.006565145649671651	0.7064535553448257	5.69e-61	227
TRINITY_DN5157_c0_g1	NV2.25726	prdm9-like-1	-	0.0065663207837223445	0.5884311599552824	6.549999999999999e-31	136
TRINITY_DN1142_c0_g1	NA	NA	NA	0.006567485409548019	0.34598061251765333	NA	NA
TRINITY_DN3367_c0_g1	NV2.17845	vps51-like	-	0.006567485409548019	-0.533577708361161	3.0999999999999997e-280	876
TRINITY_DN6673_c1_g2	NA	NA	NA	0.006571761451010329	-4.511503045100258	NA	NA
TRINITY_DN2283_c0_g1	NV2.5990	vinex-like	-	0.0065778026132018155	0.4789983353226432	3.4099999999999995e-66	248
TRINITY_DN729_c0_g1	NV2.18820	dock2-like	-	0.006578951821495754	-0.5117759626715936	0	1234
TRINITY_DN4010_c0_g1	NV2.16114	mzt2-like	-	0.006658317426795074	-0.7124641761461754	6.9e-14	71
TRINITY_DN5215_c1_g1	NV2.14332	pp12c-like	-	0.006658317426795074	-0.6965590598605628	1.65e-13	74
TRINITY_DN2234_c0_g1	NV2.19096	fgfra	fibroblast growth factor receptor a,fibroblast growth factor receptor A	0.006678937559974173	0.530663305195335	1.3899999999999999e-167	554
TRINITY_DN1304_c0_g1	NV2.20694	nvl-human	-	0.006686294680460835	-0.5260379062198924	2.7599999999999997e-144	483
TRINITY_DN978_c1_g1	NA	NA	NA	0.006703527211374906	0.6571278776299487	NA	NA
TRINITY_DN1809_c1_g1	NV2.18798	pdzd7-like	-	0.006706108726893253	0.5997218758963325	7.95e-64	243
TRINITY_DN19024_c0_g1	NA	NA	NA	0.006721763861910402	2.4333474974493217	NA	NA
TRINITY_DN2231_c0_g1	NV2.15568	if-like	-	0.0067229750290468135	0.7628765158208698	2.8200000000000002e-33	138
TRINITY_DN6882_c2_g1	NA	NA	NA	0.006727818119343488	-0.5886441941622067	NA	NA
TRINITY_DN6591_c0_g2	NV2.24203	di3l1-like-1	-	0.0067449950383673485	-0.5985093978392624	1.03e-97	348
TRINITY_DN10996_c0_g6	NA	NA	NA	0.006765968948114748	1.4174128029611563	NA	NA
TRINITY_DN1602_c0_g1	NV2.18806	mgmt-like	-	0.006768622206100946	-0.5248629667147143	2.3e-35	136
TRINITY_DN37062_c0_g1	NA	NA	NA	0.006769146440213918	2.742642247498272	NA	NA
TRINITY_DN558_c0_g1	NV2.24182	ipo11-like	-	0.006773728569355171	0.5999193848476417	2.3499999999999995e-118	408
TRINITY_DN3721_c0_g1	NV2.15237	nup62-like	-	0.006781451773169312	-0.4698034480303354	1.2e-70	252
TRINITY_DN15466_c0_g1	NA	NA	NA	0.006792966918206321	3.614891640567675	NA	NA
TRINITY_DN1665_c0_g1	NV2.16523	lmbd1-like	-	0.00679369267269588	-0.49506130013819366	2.57e-143	466
TRINITY_DN14173_c0_g1	NA	NA	NA	0.006816394377931582	-4.482624095449533	NA	NA
TRINITY_DN1844_c0_g1	NV2.9877	at5f1-like	-	0.006817863509643276	0.4374270192223588	2.8999999999999996e-54	194
TRINITY_DN4840_c0_g1	NA	NA	NA	0.006824615771063854	-0.5840946311468126	NA	NA
TRINITY_DN8207_c0_g1	NV2.222	yqc1-like	-	0.006837807837233303	-1.1810483584415967	1.22e-5	52
TRINITY_DN9039_c0_g1	NA	NA	NA	0.006848260680167621	-2.6249894972441106	NA	NA
TRINITY_DN4385_c0_g1	NV2.1595	klh20-like-10	-	0.006863358403099741	0.6961012551963078	5.7e-83	290
TRINITY_DN5540_c0_g1	NV2.17664	btbdg-like	-	0.006866195317714218	-1.0121041993715176	5.809999999999999e-153	499
TRINITY_DN5786_c0_g1	NA	NA	NA	0.0068664325841343654	3.5681099734170885	NA	NA
TRINITY_DN856_c0_g1	NV2.9709	ghc2-like	-	0.0068664325841343654	-0.5697792004547478	4.51e-117	378
TRINITY_DN7751_c0_g1	NV2.5136	p4htm-like-2	-	0.006876916969934461	0.832464093393728	2.7799999999999998e-89	304
TRINITY_DN4209_c0_g1	NV2.12058	mgat1-like	-	0.006888925109568178	-0.631571653280517	1.07e-133	435
TRINITY_DN6124_c0_g1	NV2.6541	miny4-like-1	-	0.006898593771246152	0.6910395162062862	7.729999999999999e-159	518
TRINITY_DN772_c0_g4	NA	NA	NA	0.006898593771246152	-0.8304406542156134	NA	NA
TRINITY_DN11456_c0_g1	NA	NA	NA	0.006930714940112849	2.4010874883785713	NA	NA
TRINITY_DN5877_c0_g3	NV2.968	ube3c-like	-	0.006930714940112849	-0.5246803001166556	4.8799999999999995e-292	926
TRINITY_DN92217_c0_g1	NA	NA	NA	0.0069447312302230845	-2.025961331677258	NA	NA
TRINITY_DN5068_c0_g4	NV2.8870	cas4-like-5	-	0.006950887835743582	-0.6529995322231994	3.46e-66	232
TRINITY_DN13951_c0_g1	NA	NA	NA	0.006967751491428281	3.0395444961988733	NA	NA
TRINITY_DN3022_c0_g1	NA	NA	NA	0.006981228587994395	0.47909026567656204	NA	NA
TRINITY_DN3514_c0_g1	NA	NA	NA	0.006981228587994395	-0.6578267640658996	NA	NA
TRINITY_DN79774_c0_g1	NV2.20475	mmp17-like	-	0.00698913424394439	-2.6190213971205507	1.41e-85	299
TRINITY_DN4586_c0_g1	NV2.18036	rnf24-like	-	0.006991938779339983	0.7263032237692795	7.71e-11	65
TRINITY_DN18174_c0_g1	NA	NA	NA	0.006999053119323204	-1.6946899279883434	NA	NA
TRINITY_DN23593_c0_g1	NA	NA	NA	0.006999053119323204	-2.3481976179483506	NA	NA
TRINITY_DN11833_c0_g1	NA	NA	NA	0.007021228818934891	-3.050545470601388	NA	NA
TRINITY_DN6593_c0_g2	NA	NA	NA	0.007026617804664559	2.9018190151615384	NA	NA
TRINITY_DN8566_c0_g1	NV2.6313	tim23-like	-	0.007031890412560597	-0.760967301088126	9.25e-30	113
TRINITY_DN12789_c0_g1	NA	NA	NA	0.007032084430640655	-4.520981005657971	NA	NA
TRINITY_DN2305_c1_g2	NV2.8675	gstt1-like-1	-	0.007039260351277591	-1.0258988466721812	7.76e-26	111
TRINITY_DN4206_c0_g1	NV2.22681	arha-like	-	0.007039260351277591	0.6170015761966763	2.21e-12	71
TRINITY_DN616_c1_g4	NA	NA	NA	0.007083531889293866	-0.9274997078077832	NA	NA
TRINITY_DN9611_c0_g1	NV2.18997	pol3-like-27	-	0.007083531889293866	1.9236688705963274	1.08e-12	66
TRINITY_DN339_c9_g1	NV2.24635	ma1b1-like	-	0.007083742374312244	-0.6623149834379671	1.2799999999999999e-188	604
TRINITY_DN9896_c0_g2	NV2.10819	lrp11-like	-	0.007096472363623906	-0.41050043586084867	1.7399999999999999e-43	168
TRINITY_DN24488_c0_g2	NV2.809	ox1r-like	-	0.007115697106185303	2.743561703632072	7.2e-18	90
TRINITY_DN56930_c0_g1	NA	NA	NA	0.007119505836505969	1.4062369924638536	NA	NA
TRINITY_DN3441_c0_g1	NV2.14427	glce-like	-	0.00712820585831121	-0.67852365863623465	1.0299999999999998e-110	375
TRINITY_DN93506_c0_g1	NA	NA	NA	0.00712820585831121	2.6007244757747414	NA	NA
TRINITY_DN5355_c0_g1	NV2.7293	zn207-like	-	0.007139965627205085	0.3974416401840981	2.6e-57	203
TRINITY_DN4835_c0_g1	NV2.19922	ki16b-like	-	0.007143545100883353	0.701473465488182	0	1126
TRINITY_DN7185_c1_g1	NV2.8713	sodc-like-3	-	0.007144283664268818	0.4648823589917717	2.18e-59	206
TRINITY_DN6844_c0_g1	NA	NA	NA	0.007156016008330648	-1.3004321819602123	NA	NA
TRINITY_DN10470_c0_g1	NA	NA	NA	0.0071633144075464944	4.571493172725766	NA	NA
TRINITY_DN6619_c0_g1	NA	NA	NA	0.0071633144075464944	2.027465318612373	NA	NA
TRINITY_DN2520_c0_g2	NA	NA	NA	0.007186696521027807	-0.778755473743082	NA	NA
TRINITY_DN4931_c0_g1	NV2.57	mf14a-like	-	0.007198678883836309	-0.6001705384436952	1.5599999999999999e-204	642
TRINITY_DN10344_c0_g1	NV2.12315	asic2-like-2	-	0.007220519768361805	0.7445588040482017	6.21e-63	229
TRINITY_DN4510_c0_g1	NA	NA	NA	0.007220519768361805	0.8197650547463861	NA	NA
TRINITY_DN1657_c0_g1	NV2.3763	mbtd1-like	-	0.007236624435511837	0.5525117731979516	5.61e-264	838
TRINITY_DN5700_c0_g1	NV2.17119	lamininegfdomain1	-	0.007278119916455195	0.6274154802428771	1.5e-260	863
TRINITY_DN4843_c0_g1	NV2.2539	pgk-like	-	0.007293109485799794	0.44412760204504365	4e-190	595
TRINITY_DN11469_c0_g1	NV2.657	ctns-like	-	0.007301765852355695	-0.587436179490139	6.78e-110	363
TRINITY_DN8123_c0_g1	NV2.22354	aug5-like	-	0.007302176199223224	1.0764746076577325	3.55e-76	272
TRINITY_DN5701_c0_g1	NV2.19714	face2-like	-	0.007303055001751394	-0.8645128192481124	1.12e-83	282
TRINITY_DN1805_c0_g1	NV2.22341	acadv-like	-	0.007307084321497423	-0.7196576743280387	1.7699999999999998e-172	557
TRINITY_DN10251_c0_g4	NV2.20819	sdk1-like-4	-	0.0073084060569741415	2.123462702455459	7.339999999999999e-99	356
TRINITY_DN1164_c1_g1	NA	NA	NA	0.007314746499887482	0.5434930696190386	NA	NA
